id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
33,0.002,0.001,0.0030000000000000005,0.034000000000000016,0.0,0.0030000000000000005,0.002,0.001,0.0,0.0,0.0,0.0030000000000000005,0.004,0.001,0.0,0.004,0.0,0.009,0.06799999999999998,0.001,0.0,0.004,0.006999999999999999,0.015000000000000003,0.020000000000000004,0.012000000000000002,0.002,0.009999999999999998,0.012999999999999998,0.013000000000000003,0.02500000000000001,0.0,0.0030000000000000005,0.001,0.005,0.0,0.009,0.002,0.006,0.006,0.004,0.0,0.005,0.22799999999999987,0.0030000000000000005,0.005,0.0,0.0,0.0030000000000000005,0.009999999999999998,0.002,0.0,0.011,0.002,0.002,0.002,0.0,0.002,0.004,0.004,0.040000000000000015,0.006,0.018000000000000006,0.002,0.0,0.001,0.005,0.011,0.014000000000000002,0.03300000000000001,0.004,0.012,0.001,0.04500000000000001,0.0,0.001,0.0,0.006,0.0,0.021000000000000005,0.004,0.017000000000000005,0.0,0.0,0.0,0.0030000000000000005,0.05799999999999997,0.0030000000000000005,0.0,0.005,0.0030000000000000005,0.008,0.013000000000000001,0.001,0.0030000000000000005,0.005,0.059,0.016000000000000004,0.006
36,0.005,0.0030000000000000005,0.0,0.0,0.005,0.0,0.0,0.001,0.0,0.004,0.001,0.0,0.0,0.006,0.002,0.0,0.009,0.0,0.0,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.0030000000000000005,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.03300000000000001,0.0,0.0,0.0030000000000000005,0.0,0.021000000000000005,0.0,0.001,0.0030000000000000005,0.0,0.02700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.006999999999999999,0.0,0.0,0.0,0.0,0.0030000000000000005,0.0,0.0,0.0,0.6749999999999998,0.017,0.0,0.0,0.022000000000000006,0.0,0.006,0.0,0.0,0.012,0.001,0.0,0.0,0.0,0.03900000000000002,0.0,0.0,0.0030000000000000005,0.002,0.014000000000000002,0.0,0.0,0.0,0.001,0.0030000000000000005
39,0.008,0.001,0.0,0.001,0.0,0.005,0.0,0.0,0.0,0.012,0.0,0.0,0.006,0.0,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.016000000000000004,0.0,0.002,0.006,0.0,0.012,0.011,0.0,0.001,0.0,0.01,0.005,0.0,0.0,0.0030000000000000005,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.002,0.0,0.0,0.0,0.04300000000000002,0.0,0.002,0.002,0.001,0.08899999999999993,0.0,0.002,0.006,0.001,0.057,0.0,0.0,0.0,0.004,0.005,0.0,0.001,0.13999999999999996,0.011,0.002,0.0,0.006,0.001,0.0,0.0,0.002,0.0,0.012,0.366,0.001,0.006,0.03400000000000001,0.001,0.001,0.0,0.001,0.030000000000000013,0.009999999999999998,0.0030000000000000005,0.0,0.0,0.014000000000000002,0.0,0.007000000000000001,0.0,0.001,0.0,0.001,0.001,0.001,0.02,0.0
41,0.002,0.004,0.0,0.0,0.009999999999999998,0.014000000000000002,0.0,0.0030000000000000005,0.001,0.014000000000000002,0.43000000000000005,0.0030000000000000005,0.006999999999999999,0.004,0.004,0.0,0.02800000000000001,0.001,0.005,0.0,0.012000000000000002,0.019000000000000006,0.001,0.0,0.0,0.001,0.041000000000000016,0.005,0.001,0.0,0.0,0.04600000000000001,0.0030000000000000005,0.002,0.0,0.030000000000000013,0.0,0.0,0.0,0.0,0.0,0.0030000000000000005,0.005,0.0,0.03500000000000002,0.0,0.021000000000000005,0.0,0.0,0.029000000000000012,0.001,0.009,0.001,0.008,0.004,0.015000000000000005,0.018000000000000006,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.011,0.0,0.021,0.0,0.006999999999999999,0.004,0.0,0.0,0.005,0.0030000000000000005,0.006999999999999999,0.005,0.0,0.0030000000000000005,0.004,0.0,0.0030000000000000005,0.001,0.0,0.024000000000000007,0.018000000000000006,0.0,0.0,0.0,0.002,0.0,0.001,0.006,0.006,0.009,0.008,0.0,0.0,0.008,0.0030000000000000005
44,0.001,0.0,0.009,0.009,0.0,0.0,0.023000000000000007,0.004,0.002,0.0,0.0030000000000000005,0.004,0.004,0.009999999999999998,0.001,0.002,0.0,0.005,0.006,0.001,0.0030000000000000005,0.0,0.002,0.0030000000000000005,0.019000000000000003,0.002,0.0,0.0,0.012,0.005,0.025000000000000012,0.001,0.0,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.004,0.001,0.002,0.002,0.005,0.0030000000000000005,0.0,0.49999999999999983,0.04200000000000001,0.006999999999999999,0.016000000000000004,0.0,0.0,0.0030000000000000005,0.0,0.006,0.0,0.0030000000000000005,0.0,0.0030000000000000005,0.008,0.002,0.001,0.019000000000000003,0.011,0.012,0.002,0.0,0.009,0.0,0.0030000000000000005,0.0,0.0,0.0,0.028000000000000008,0.0030000000000000005,0.011,0.0,0.0030000000000000005,0.0,0.004,0.03700000000000002,0.0,0.0,0.0,0.001,0.002,0.057,0.002,0.001,0.0,0.002,0.0,0.013000000000000003
46,0.0,0.004,0.0,0.001,0.001,0.0030000000000000005,0.001,0.0,0.0,0.002,0.022000000000000006,0.0,0.001,0.001,0.0,0.0,0.005,0.0,0.019000000000000003,0.0,0.002,0.011,0.002,0.0,0.0,0.002,0.009,0.009,0.0,0.0,0.0,0.015000000000000003,0.005,0.006,0.0,0.024000000000000007,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.001,0.006999999999999999,0.011000000000000001,0.25600000000000006,0.0,0.0,0.005,0.0,0.09199999999999992,0.001,0.013000000000000001,0.006,0.004,0.08999999999999994,0.0,0.001,0.0,0.009999999999999998,0.0,0.0,0.0,0.029000000000000012,0.002,0.023000000000000007,0.0,0.004,0.0,0.002,0.0,0.001,0.0,0.02500000000000001,0.06499999999999999,0.0,0.02800000000000001,0.008,0.002,0.006999999999999999,0.0,0.002,0.04500000000000002,0.012,0.0,0.001,0.0,0.02500000000000001,0.0,0.0,0.009999999999999998,0.008,0.006999999999999999,0.001,0.001,0.001,0.044000000000000004,0.001
47,0.006,0.001,0.015000000000000003,0.018000000000000006,0.0,0.0,0.004,0.002,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0030000000000000005,0.004,0.001,0.0,0.002,0.0,0.0030000000000000005,0.002,0.001,0.002,0.002,0.0030000000000000005,0.01,0.012,0.022000000000000006,0.017000000000000005,0.0,0.006,0.02800000000000001,0.006999999999999999,0.023000000000000007,0.03700000000000001,0.004,0.001,0.020000000000000004,0.002,0.4539999999999999,0.0,0.001,0.0,0.0,0.006999999999999999,0.0,0.002,0.0,0.0030000000000000005,0.002,0.0,0.0030000000000000005,0.017,0.008,0.0030000000000000005,0.002,0.0,0.006,0.001,0.002,0.0,0.015000000000000003,0.005,0.039000000000000014,0.001,0.0030000000000000005,0.001,0.004,0.0,0.0,0.009999999999999998,0.0,0.0,0.024000000000000007,0.002,0.008,0.006999999999999999,0.0,0.012,0.014000000000000002,0.006999999999999999,0.009,0.0,0.005,0.021000000000000005,0.0,0.0,0.0,0.001,0.004,0.029000000000000012,0.0,0.0
51,0.006,0.0,0.006999999999999999,0.016000000000000004,0.001,0.001,0.006,0.006,0.0030000000000000005,0.0,0.004,0.004,0.0030000000000000005,0.001,0.0,0.002,0.0030000000000000005,0.009000000000000001,0.006999999999999999,0.0030000000000000005,0.0,0.0030000000000000005,0.001,0.006,0.012,0.006,0.001,0.0,0.008,0.006999999999999999,0.018000000000000006,0.004,0.002,0.0,0.005,0.0,0.006,0.001,0.001,0.0,0.001,0.001,0.001,0.025000000000000012,0.002,0.006999999999999999,0.0,0.001,0.005,0.012000000000000002,0.002,0.0,0.008,0.001,0.001,0.001,0.0,0.0,0.002,0.0,0.022000000000000006,0.008,0.001,0.005,0.0,0.0030000000000000005,0.0,0.01,0.051,0.07499999999999993,0.008,0.013000000000000001,0.0,0.33299999999999996,0.0,0.001,0.001,0.0,0.001,0.040000000000000015,0.0030000000000000005,0.028000000000000008,0.001,0.0,0.0,0.013000000000000003,0.08499999999999995,0.0030000000000000005,0.001,0.0,0.012000000000000002,0.0030000000000000005,0.009999999999999998,0.0,0.0030000000000000005,0.004,0.006,0.0,0.023000000000000007
52,0.006,0.008,0.0,0.0,0.001,0.0,0.0,0.03600000000000002,0.013000000000000001,0.006,0.013000000000000001,0.048000000000000015,0.013000000000000001,0.39599999999999974,0.009999999999999998,0.001,0.001,0.013000000000000001,0.002,0.005,0.019000000000000006,0.0,0.005,0.0,0.001,0.001,0.013000000000000001,0.0,0.001,0.001,0.0,0.0,0.001,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0030000000000000005,0.002,0.001,0.0030000000000000005,0.001,0.001,0.004,0.023000000000000007,0.05499999999999999,0.002,0.0,0.020000000000000004,0.03900000000000002,0.006999999999999999,0.021000000000000005,0.0,0.0,0.001,0.0,0.0030000000000000005,0.0,0.006,0.002,0.0,0.006999999999999999,0.002,0.0,0.005,0.005,0.004,0.006999999999999999,0.001,0.014000000000000002,0.001,0.002,0.0,0.0,0.0,0.0030000000000000005,0.024000000000000007,0.0030000000000000005,0.0,0.0030000000000000005,0.0030000000000000005,0.0,0.009999999999999998,0.0,0.001,0.001,0.0,0.017,0.03800000000000001,0.006999999999999999,0.005,0.004,0.0,0.0,0.020000000000000004
53,0.023000000000000007,0.006999999999999999,0.0,0.016000000000000004,0.002,0.008,0.0030000000000000005,0.0030000000000000005,0.014000000000000002,0.014000000000000002,0.002,0.006999999999999999,0.002,0.005,0.001,0.014000000000000002,0.0030000000000000005,0.002,0.016000000000000004,0.002,0.009,0.0,0.0030000000000000005,0.009,0.012,0.016,0.004,0.001,0.02900000000000001,0.016,0.0,0.001,0.001,0.008,0.001,0.006999999999999999,0.001,0.001,0.002,0.001,0.0,0.001,0.004,0.004,0.0,0.0030000000000000005,0.0,0.0030000000000000005,0.019000000000000006,0.019000000000000003,0.006,0.0,0.0030000000000000005,0.0030000000000000005,0.006,0.002,0.0,0.0,0.001,0.006999999999999999,0.016000000000000004,0.008,0.004,0.03200000000000001,0.0,0.012,0.0,0.001,0.015000000000000003,0.026000000000000006,0.011,0.36200000000000004,0.001,0.006999999999999999,0.0,0.001,0.0030000000000000005,0.0,0.001,0.013000000000000001,0.08099999999999996,0.001,0.002,0.0,0.002,0.002,0.009,0.001,0.0,0.002,0.005,0.0030000000000000005,0.006999999999999999,0.001,0.0030000000000000005,0.002,0.0030000000000000005,0.002,0.014000000000000004
57,0.0030000000000000005,0.001,0.011,0.006999999999999999,0.001,0.005,0.0,0.001,0.002,0.0030000000000000005,0.0,0.001,0.001,0.0,0.0,0.008,0.0,0.002,0.0030000000000000005,0.002,0.0,0.0,0.002,0.004,0.0030000000000000005,0.0030000000000000005,0.0,0.0030000000000000005,0.018000000000000002,0.009,0.004,0.0,0.0,0.001,0.014000000000000002,0.0,0.0030000000000000005,0.0030000000000000005,0.009999999999999998,0.0,0.001,0.001,0.017,0.006,0.0030000000000000005,0.0,0.0,0.0,0.0030000000000000005,0.0,0.0,0.0,0.0,0.001,0.005,0.002,0.0,0.001,0.0,0.002,0.004,0.66,0.0030000000000000005,0.004,0.0,0.0,0.002,0.005,0.011,0.023000000000000007,0.005,0.004,0.001,0.011000000000000001,0.0,0.001,0.006999999999999999,0.001,0.0,0.0030000000000000005,0.0,0.017000000000000005,0.0,0.0,0.0,0.001,0.004,0.001,0.0,0.0,0.05,0.0,0.001,0.0,0.0,0.001,0.008,0.002,0.0
